,PlaybackIndex,is_progressive,is_medium,is_total,is_slow,is_static,is_proximal_droplet,is_distal_droplet,is_earlytrack,is_hyperactive_mouse,is_rapid,is_motile,is_bent_tail,fid,experiment_media,VAP,VSL,ALH,LIN,BCF,VCL,WOB,STR,MAD,cluster_id,P_cluster_0,P_cluster_1,P_cluster_2,P_cluster_3,P_cluster_4,subtype_label,P_rapid_progressive,P_immotile,P_nonprogressive,P_progressive,P_erratic,tsne_1,tsne_2,P_0,P_1,P_2,P_3,P_4,drug_cluster,P_axis_byls,E_axis_byls,progressivity_res,erraticity_res,entropy,umap_1,umap_2
1693,7,0,0,1,0,1,0,0,0,0,0,0,0,1693,8,12.22,3.78,0.73,24.2,39.2,15.63,78.17,30.96,52.70428052939093,2,0.0,0.0,1.0,0.0,8.24126888466801e-85,non_progressive,0.0,0.0,1.0,0.0,8.24126888466801e-85,-19.129938,26.132462,0.0,0.0,0.0,0.0,3.947096279707561e-228,5,0.583647497418716,0.22573686381660166,0.0,0.0,-1.000088900581841e-12,5.404406,2.3746324
1694,6,0,0,1,0,1,0,0,0,0,0,0,0,1694,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108.44223143498068,1,0.0,1.0,2.661920246649333e-44,0.0,1.7796564591282247e-74,immotile,0.0,1.0,2.661920246649333e-44,0.0,1.7796564591282247e-74,-62.397816,19.646711,0.0,1.0,0.0,0.0,1.36556056888138e-309,1,0.0,0.17827125716115041,0.0,0.0,-1.000088900581841e-12,-3.0498176,12.11838
1695,5,0,0,1,0,1,0,0,0,0,0,0,0,1695,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.46941876008988,1,0.0,1.0,1.6560776665786024e-43,0.0,9.949230331116839e-77,immotile,0.0,1.0,1.6560776665786024e-43,0.0,9.949230331116839e-77,-63.217335,-1.9435226,0.0,1.0,0.0,0.0,5.78398244575e-313,1,0.0,0.18236960467423832,0.0,0.0,-1.000088900581841e-12,-5.09167,-0.1131425
1696,4,0,0,1,0,1,0,0,0,0,0,0,0,1696,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.45565502787402,1,0.0,1.0,2.5118305102621056e-43,0.0,1.819279322050048e-77,immotile,0.0,1.0,2.5118305102621056e-43,0.0,1.819279322050048e-77,-59.449394,-9.982285,0.0,1.0,0.0,0.0,4.4676887847e-314,1,0.0,0.1835802552904167,0.0,0.0,-1.000088900581841e-12,-6.6086893,-0.055948857
1697,3,0,0,1,0,1,0,0,0,0,0,0,0,1697,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.31710448093878,1,0.0,1.0,3.631072317292155e-43,0.0,2.9467234103269456e-78,immotile,0.0,1.0,3.631072317292155e-43,0.0,2.9467234103269456e-78,-56.321835,-17.90199,0.0,1.0,0.0,0.0,2.85422096e-315,1,0.0,0.1848210376084861,0.0,0.0,-1.000088900581841e-12,-7.8109317,1.5637385
1698,2,0,0,1,0,1,0,0,0,0,0,0,0,1698,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.74991360209383,1,0.0,1.0,4.269459152312529e-43,0.0,1.151785909128477e-78,immotile,0.0,1.0,4.269459152312529e-43,0.0,1.151785909128477e-78,-54.315254,-21.117697,0.0,1.0,0.0,0.0,6.8850215e-316,1,0.0,0.18544092545827665,0.0,0.0,-1.000088900581841e-12,-7.9771357,2.3104172
1699,1,0,0,1,0,1,0,0,0,0,0,0,0,1699,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.11196703111457,1,0.0,1.0,4.176776689358557e-43,0.0,1.3165362649049379e-78,immotile,0.0,1.0,4.176776689358557e-43,0.0,1.3165362649049379e-78,-54.91054,-20.65707,0.0,1.0,0.0,0.0,8.43027517e-316,1,0.0,0.1853535020713075,0.0,0.0,-1.000088900581841e-12,-7.924859,2.2151046
1700,11,0,0,1,0,1,0,0,0,0,0,0,0,1700,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.0120217641755,1,0.0,1.0,1.5777425002841377e-43,0.0,1.1903191034102141e-76,immotile,0.0,1.0,1.5777425002841377e-43,0.0,1.1903191034102141e-76,-62.58721,-0.94599456,0.0,1.0,0.0,0.0,7.5756665238e-313,1,0.0,0.18223858480646601,0.0,0.0,-1.000088900581841e-12,-4.6790347,-0.0021145763
1701,10,0,0,1,0,1,0,0,0,0,0,0,0,1701,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.33887874841083,1,0.0,1.0,2.534618426607385e-43,0.0,1.747105411023748e-77,immotile,0.0,1.0,2.534618426607385e-43,0.0,1.747105411023748e-77,-60.212196,-10.50631,0.0,1.0,0.0,0.0,4.202916752e-314,1,0.0,0.18360845272496645,0.0,0.0,-1.000088900581841e-12,-6.645554,-0.038861882
1702,9,0,0,1,0,1,0,0,0,0,0,0,0,1702,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.40151436589363,1,0.0,1.0,4.3593791264122306e-43,0.0,1.0123661129498347e-78,immotile,0.0,1.0,4.3593791264122306e-43,0.0,1.0123661129498347e-78,-54.41331,-21.686972,0.0,1.0,0.0,0.0,5.6627234e-316,1,0.0,0.18552505182970327,0.0,0.0,-1.000088900581841e-12,-7.957091,2.3151853
1703,8,0,0,1,0,1,0,0,0,0,0,0,0,1703,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.96172627935248,1,0.0,1.0,1.3184235264630899e-43,0.0,2.2505464401504217e-76,immotile,0.0,1.0,1.3184235264630899e-43,0.0,2.2505464401504217e-76,-63.73227,2.2314157,0.0,1.0,0.0,0.0,1.97435494138e-312,1,0.0,0.181767798567079,0.0,0.0,-1.000088900581841e-12,-4.0948267,0.44125205
1704,7,0,0,1,0,1,0,0,0,0,0,0,0,1704,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.1316682154706,1,0.0,1.0,6.86925300466513e-43,0.0,2.856335229100348e-80,immotile,0.0,1.0,6.86925300466513e-43,0.0,2.856335229100348e-80,-49.873203,-28.954632,0.0,1.0,0.0,0.0,2.51779e-318,1,0.0,0.18776339921767018,0.0,0.0,-1.000088900581841e-12,-9.3655815,6.492152
1705,6,0,0,1,0,1,0,0,0,0,0,0,0,1705,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.22465444570557,1,0.0,1.0,3.6532481427838726e-43,0.0,2.8496927286639005e-78,immotile,0.0,1.0,3.6532481427838726e-43,0.0,2.8496927286639005e-78,-55.732643,-17.732323,0.0,1.0,0.0,0.0,2.713234547e-315,1,0.0,0.18484336109600935,0.0,0.0,-1.000088900581841e-12,-7.8209224,1.5789423
1706,5,0,0,1,0,1,0,0,0,0,0,0,0,1706,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.85521599538892,1,0.0,1.0,9.213256970836562e-43,0.0,1.1662954632128688e-84,immotile,0.0,1.0,9.213256970836562e-43,0.0,1.1662954632128688e-84,-45.535313,-33.757034,0.0,1.0,0.0,0.0,0.0,1,0.0,0.19338385776493297,0.0,0.0,-1.000088900581841e-12,-10.339213,7.650231
1707,4,0,0,1,0,1,0,0,0,0,0,0,0,1707,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.29002945729273,1,0.0,1.0,1.4039053655172484e-43,0.0,1.8094723435306877e-76,immotile,0.0,1.0,1.4039053655172484e-43,0.0,1.8094723435306877e-76,-63.159298,1.1167603,0.0,1.0,0.0,0.0,1.42235482539e-312,1,0.0,0.18192999012913577,0.0,0.0,-1.000088900581841e-12,-4.221769,0.3202352
1708,3,0,0,1,0,1,0,0,0,0,0,0,0,1708,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.86424096765872,1,0.0,1.0,3.501187994138586e-43,0.0,3.5906047955246776e-78,immotile,0.0,1.0,3.501187994138586e-43,0.0,3.5906047955246776e-78,-56.617996,-17.316578,0.0,1.0,0.0,0.0,3.84876837e-315,1,0.0,0.18468892306137946,0.0,0.0,-1.000088900581841e-12,-7.779623,1.4412508
1709,2,0,0,1,0,1,0,0,0,0,0,0,0,1709,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.66443380843566,1,0.0,1.0,2.668739659696417e-43,0.0,1.3817605635813208e-77,immotile,0.0,1.0,2.668739659696417e-43,0.0,1.3817605635813208e-77,-59.493736,-11.619893,0.0,1.0,0.0,0.0,2.949534184e-314,1,0.0,0.18377130786249776,0.0,0.0,-1.000088900581841e-12,-6.899608,0.16072012
1710,1,0,0,1,0,1,0,0,0,0,0,0,0,1710,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.06466381933852,1,0.0,1.0,1.570287568429957e-43,0.0,1.2111500212742228e-76,immotile,0.0,1.0,1.570287568429957e-43,0.0,1.2111500212742228e-76,-63.742554,-1.1277863,0.0,1.0,0.0,0.0,7.7760281268e-313,1,0.0,0.18222587356997302,0.0,0.0,-1.000088900581841e-12,-4.6262217,0.035135437
1711,7,0,1,1,0,0,0,0,1,0,0,1,0,1711,8,18.83,18.75,0.99,86.26,14.96,21.73,86.65,99.55,52.202455680719694,3,1.9190236592121127e-191,0.0,9.927188969166078e-06,0.999990072811031,0.0,progressive,1.9190236592121127e-191,0.0,9.927188969166078e-06,0.999990072811031,0.0,-21.74809,-20.545315,0.0,0.0,1.0,1.1122868836787873e-277,0.0,2,1.0,0.3057299614442988,0.999990072811031,0.0,0.00012429066968602806,13.227774,1.1574652
1712,6,0,0,1,0,1,0,0,0,0,0,0,0,1712,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101.55775857236809,1,0.0,1.0,6.03923312557114e-44,0.0,2.4117603462622973e-75,immotile,0.0,1.0,6.03923312557114e-44,0.0,2.4117603462622973e-75,-64.80535,13.280794,0.0,1.0,0.0,0.0,6.919057644262e-311,1,0.0,0.17993361936215144,0.0,0.0,-1.000088900581841e-12,-2.8610823,11.064317
1713,5,0,0,1,0,1,0,0,0,0,0,0,0,1713,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.46398649258806,1,0.0,1.0,1.5145664247095286e-43,0.0,1.3811263357349739e-76,immotile,0.0,1.0,1.5145664247095286e-43,0.0,1.3811263357349739e-76,-63.762844,-0.34673008,0.0,1.0,0.0,0.0,9.47471864984e-313,1,0.0,0.18212945094891547,0.0,0.0,-1.000088900581841e-12,-4.5203886,0.10342622
1714,4,0,0,1,0,1,0,0,0,0,0,0,0,1714,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103.3265878054495,1,0.0,1.0,4.942759842109973e-44,0.0,4.086018655248114e-75,immotile,0.0,1.0,4.942759842109973e-44,0.0,4.086018655248114e-75,-63.591995,15.140128,0.0,1.0,0.0,0.0,1.52173718287347e-310,1,0.0,0.17950650825055586,0.0,0.0,-1.000088900581841e-12,-2.9205914,11.277662
1715,3,0,0,1,0,1,0,0,0,0,0,0,0,1715,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.60292285060471,1,0.0,1.0,1.0198125211929347e-43,0.0,5.2365852110198004e-76,immotile,0.0,1.0,1.0198125211929347e-43,0.0,5.2365852110198004e-76,-64.77459,6.2975726,0.0,1.0,0.0,0.0,7.01845172724e-312,1,0.0,0.18113004090093912,0.0,0.0,-1.000088900581841e-12,-3.7673545,0.97338825
1716,2,0,0,1,0,1,0,0,0,0,0,0,0,1716,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111.09061716871682,1,0.0,1.0,1.8882126236780325e-44,0.0,3.6952678863417275e-74,immotile,0.0,1.0,1.8882126236780325e-44,0.0,3.6952678863417275e-74,-61.601593,21.678297,0.0,1.0,0.0,0.0,4.04649706558197e-309,1,0.0,0.17763176356079907,0.0,0.0,-1.000088900581841e-12,-3.172589,12.87785
1717,1,0,0,1,0,1,0,0,0,0,0,0,0,1717,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.1322253739418,1,0.0,1.0,7.061425012663035e-44,0.0,1.5660713115615013e-75,immotile,0.0,1.0,7.061425012663035e-44,0.0,1.5660713115615013e-75,-63.919624,11.3648815,0.0,1.0,0.0,0.0,3.6258166909414e-311,1,0.0,0.18027783634907651,0.0,0.0,-1.000088900581841e-12,-3.3091936,1.8788052
1718,1,0,0,1,0,1,0,0,0,0,0,0,0,1718,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.78691301258391,1,0.0,1.0,5.053445410213512e-43,0.0,3.7995189282756506e-79,immotile,0.0,1.0,5.053445410213512e-43,0.0,3.7995189282756506e-79,-52.508648,-23.890799,0.0,1.0,0.0,0.0,1.2820369e-316,1,0.0,0.18615638767010323,0.0,0.0,-1.000088900581841e-12,-8.959241,5.412006
1719,2,0,0,1,0,1,0,0,0,0,0,0,0,1719,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.24326980338101,1,0.0,1.0,2.179178985090612e-43,0.0,3.363412591561399e-77,immotile,0.0,1.0,2.179178985090612e-43,0.0,3.363412591561399e-77,-60.560238,-7.1712594,0.0,1.0,0.0,0.0,1.1289203132e-313,1,0.0,0.18314860811973904,0.0,0.0,-1.000088900581841e-12,-6.0852466,-0.24161677
1720,3,0,0,1,0,1,0,0,0,0,0,0,0,1720,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.43857289818457,1,0.0,1.0,5.147946743695869e-43,0.0,3.329251143801458e-79,immotile,0.0,1.0,5.147946743695869e-43,0.0,3.329251143801458e-79,-52.381367,-24.392134,0.0,1.0,0.0,0.0,1.04922285e-316,1,0.0,0.18624049976565882,0.0,0.0,-1.000088900581841e-12,-8.993025,5.4698286
1721,4,0,0,1,0,1,0,0,0,0,0,0,0,1721,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.02913031865224,1,0.0,1.0,6.357527907777704e-43,0.0,6.055970997271482e-80,immotile,0.0,1.0,6.357527907777704e-43,0.0,6.055970997271482e-80,-50.412777,-27.882082,0.0,1.0,0.0,0.0,7.891187e-318,1,0.0,0.18730522771476676,0.0,0.0,-1.000088900581841e-12,-9.270658,6.323197
1722,5,0,0,1,0,1,0,0,0,0,0,0,0,1722,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.05387274714361,1,0.0,1.0,3.4567234021198286e-43,0.0,3.844349826116744e-78,immotile,0.0,1.0,3.4567234021198286e-43,0.0,3.844349826116744e-78,-56.191353,-16.836304,0.0,1.0,0.0,0.0,4.26750716e-315,1,0.0,0.1846431335421795,0.0,0.0,-1.000088900581841e-12,-7.7967715,1.4211296
1723,6,0,0,1,0,1,0,0,0,0,0,0,0,1723,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.62554721405694,1,0.0,1.0,1.3607071522265462e-43,0.0,2.0181223860247636e-76,immotile,0.0,1.0,1.3607071522265462e-43,0.0,2.0181223860247636e-76,-63.49699,1.603428,0.0,1.0,0.0,0.0,1.675964848973e-312,1,0.0,0.18184897418968188,0.0,0.0,-1.000088900581841e-12,-4.128994,0.40873712
1724,7,0,1,1,0,0,0,0,1,0,0,1,0,1724,8,22.53,5.53,2.46,18.92,15.75,29.21,77.14,24.53,44.05032087630401,2,0.0,0.0,1.0,0.0,8.85769584467601e-56,non_progressive,0.0,0.0,1.0,0.0,8.85769584467601e-56,-18.588228,26.225817,0.0,0.0,0.0,0.0,2.622826876145894e-214,5,0.5472388912874444,0.17200278785625614,0.0,0.0,-1.000088900581841e-12,5.3460555,2.4216256
1725,8,0,0,1,0,1,0,0,0,0,0,0,0,1725,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,122.75360421042478,1,0.0,1.0,3.4521042368798e-45,0.0,7.165707837860862e-73,immotile,0.0,1.0,3.4521042368798e-45,0.0,7.165707837860862e-73,-59.735588,27.5241,0.0,1.0,0.0,0.0,3.231579782603534e-307,1,0.0,0.17481555537815224,0.0,0.0,-1.000088900581841e-12,-3.3726428,14.615251
1726,12,0,0,1,0,1,0,0,0,0,0,0,0,1726,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.82152079973945,1,0.0,1.0,4.775215181644437e-43,0.0,5.613305096111914e-79,immotile,0.0,1.0,4.775215181644437e-43,0.0,5.613305096111914e-79,-52.775124,-22.96781,0.0,1.0,0.0,0.0,2.31683518e-316,1,0.0,0.18590656565576008,0.0,0.0,-1.000088900581841e-12,-8.198353,2.8520937
1727,13,0,0,1,0,1,0,0,0,0,0,0,0,1727,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116.88227511104137,1,0.0,1.0,8.435743477633536e-45,0.0,1.695959107201575e-73,immotile,0.0,1.0,8.435743477633536e-45,0.0,1.695959107201575e-73,-60.605186,24.92818,0.0,1.0,0.0,0.0,3.8676844106756307e-308,1,0.0,0.17623327838457983,0.0,0.0,-1.000088900581841e-12,-3.3707619,14.027613
1728,14,0,1,1,0,0,0,0,0,0,0,1,0,1728,8,11.08,5.63,0.88,32.48,24.58,17.34,63.91,50.83,68.82941079030789,2,1.370026436227615e-88,0.0,1.0,0.0,1.7389093475976825e-95,non_progressive,1.370026436227615e-88,0.0,1.0,0.0,1.7389093475976825e-95,-23.029474,10.206857,5.6143935664597483e-216,0.0,0.0,9.123090650857025e-176,1.1687146392600405e-106,5,0.5905316186154772,0.19653009896561346,1.370026436227615e-88,0.0,-1.000088900581841e-12,5.7267103,2.1625524
1729,15,0,0,1,0,1,0,0,0,0,0,0,0,1729,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.96048671823684,1,0.0,1.0,4.73816470862133e-43,0.0,5.913939551603586e-79,immotile,0.0,1.0,4.73816470862133e-43,0.0,5.913939551603586e-79,-52.492542,-22.415361,0.0,1.0,0.0,0.0,2.5075106e-316,1,0.0,0.18587301019047645,0.0,0.0,-1.000088900581841e-12,-8.188683,2.8327982
1730,16,0,0,1,0,1,0,0,0,0,0,0,0,1730,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.99937705031529,1,0.0,1.0,2.6015990863333127e-43,0.0,1.5527674227021577e-77,immotile,0.0,1.0,2.6015990863333127e-43,0.0,1.5527674227021577e-77,-59.266792,-10.837103,0.0,1.0,0.0,0.0,3.517642939e-314,1,0.0,0.18369043064852755,0.0,0.0,-1.000088900581841e-12,-6.7898417,0.07461218
1731,17,0,0,1,0,1,0,0,0,0,0,0,0,1731,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.49665498284984,1,0.0,1.0,8.50585745568746e-43,0.0,1.4647215804419988e-85,immotile,0.0,1.0,8.50585745568746e-43,0.0,1.4647215804419988e-85,-44.78061,-33.871033,0.0,1.0,0.0,0.0,0.0,1,0.0,0.19443629957458114,0.0,0.0,-1.000088900581841e-12,-10.361535,7.6746325
1732,18,0,0,1,0,1,0,0,0,0,0,0,0,1732,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111.79482806630806,1,0.0,1.0,1.7188783204051325e-44,0.0,4.471638695821353e-74,immotile,0.0,1.0,1.7188783204051325e-44,0.0,4.471638695821353e-74,-61.850853,22.30497,0.0,1.0,0.0,0.0,5.370869288227315e-309,1,0.0,0.1774617209735088,0.0,0.0,-1.000088900581841e-12,-3.2142289,12.993758
1733,19,0,0,1,0,1,0,0,0,0,0,0,0,1733,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.560081333658744,1,0.0,1.0,7.380894177396239e-43,0.0,1.3032694459412786e-86,immotile,0.0,1.0,7.380894177396239e-43,0.0,1.3032694459412786e-86,-44.57445,-34.37636,0.0,1.0,0.0,0.0,0.0,1,0.0,0.19562831145416004,0.0,0.0,-1.000088900581841e-12,-10.3806715,7.6947813
1734,1,0,0,1,0,1,0,0,0,0,0,0,0,1734,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.54193099590609,1,0.0,1.0,9.273258857980786e-44,0.0,7.034438960405307e-76,immotile,0.0,1.0,9.273258857980786e-44,0.0,7.034438960405307e-76,-64.365685,7.576596,0.0,1.0,0.0,0.0,1.092798106272e-311,1,0.0,0.18090330289523673,0.0,0.0,-1.000088900581841e-12,-3.6622765,1.1999502
1735,2,0,0,1,0,1,0,0,0,0,0,0,0,1735,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.89481222622321,1,0.0,1.0,3.9792006278877866e-43,0.0,1.755436875499799e-78,immotile,0.0,1.0,3.9792006278877866e-43,0.0,1.755436875499799e-78,-55.116783,-19.636936,0.0,1.0,0.0,0.0,1.30328728e-315,1,0.0,0.18516447201954403,0.0,0.0,-1.000088900581841e-12,-7.903984,2.0533974
1736,3,0,0,1,0,1,0,0,0,0,0,0,0,1736,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.40699631939567,1,0.0,1.0,3.374698560685545e-43,0.0,4.364350211316176e-78,immotile,0.0,1.0,3.374698560685545e-43,0.0,4.364350211316176e-78,-56.438576,-16.336851,0.0,1.0,0.0,0.0,5.170056207e-315,1,0.0,0.18455786640691602,0.0,0.0,-1.000088900581841e-12,-7.7274594,1.3040743
1737,4,0,0,1,0,1,0,0,0,0,0,0,0,1737,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.00861586974388,1,0.0,1.0,7.962086049870992e-44,0.0,1.1094869213102194e-75,immotile,0.0,1.0,7.962086049870992e-44,0.0,1.1094869213102194e-75,-64.61675,9.701326,0.0,1.0,0.0,0.0,2.163697429505e-311,1,0.0,0.18054914920130777,0.0,0.0,-1.000088900581841e-12,-3.4468567,1.6743505
1738,5,0,0,1,0,1,0,0,0,0,0,0,0,1738,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.53244622175855,1,0.0,1.0,7.027480852146635e-43,0.0,2.247789803987954e-80,immotile,0.0,1.0,7.027480852146635e-43,0.0,2.247789803987954e-80,-48.740646,-28.560902,0.0,1.0,0.0,0.0,1.74893e-318,1,0.0,0.18790809061412628,0.0,0.0,-1.000088900581841e-12,-9.416843,6.578077
1739,6,0,0,1,0,1,0,0,0,0,0,0,0,1739,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,121.63953856212783,1,0.0,1.0,4.114246437751392e-45,0.0,5.4953123700132794e-73,immotile,0.0,1.0,4.114246437751392e-45,0.0,5.4953123700132794e-73,-59.903343,27.003862,0.0,1.0,0.0,0.0,2.187961079663425e-307,1,0.0,0.17508456371911327,0.0,0.0,-1.000088900581841e-12,-3.3960116,14.525258
1740,7,0,0,1,0,1,0,0,0,0,0,0,0,1740,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.54319712011177,1,0.0,1.0,1.9564815643485466e-43,0.0,5.226520863389084e-77,immotile,0.0,1.0,1.9564815643485466e-43,0.0,5.226520863389084e-77,-61.395275,-4.8248587,0.0,1.0,0.0,0.0,2.19381497367e-313,1,0.0,0.18283472061106468,0.0,0.0,-1.000088900581841e-12,-5.6143293,-0.22797953
1741,8,0,0,1,0,1,0,0,0,0,0,0,0,1741,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.4397903004978,1,0.0,1.0,7.5613566870363e-43,0.0,9.653097668639449e-81,immotile,0.0,1.0,7.5613566870363e-43,0.0,9.653097668639449e-81,-48.23542,-29.567663,0.0,1.0,0.0,0.0,4.83295e-319,1,0.0,0.18841339467627122,0.0,0.0,-1.000088900581841e-12,-9.543352,6.7454414
1742,9,0,0,1,0,1,0,0,0,0,0,0,0,1742,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.99381893251925,1,0.0,1.0,3.7089013818605465e-43,0.0,2.620843937462328e-78,immotile,0.0,1.0,3.7089013818605465e-43,0.0,2.620843937462328e-78,-56.121227,-18.395655,0.0,1.0,0.0,0.0,2.390436796e-315,1,0.0,0.18489909989249056,0.0,0.0,-1.000088900581841e-12,-7.833653,1.6344535
1743,10,0,0,1,0,1,0,0,0,0,0,0,0,1743,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.80755948739548,1,0.0,1.0,4.254649419510816e-43,0.0,1.1765970117529034e-78,immotile,0.0,1.0,4.254649419510816e-43,0.0,1.1765970117529034e-78,-53.850582,-20.7517,0.0,1.0,0.0,0.0,7.1109054e-316,1,0.0,0.18542700596978695,0.0,0.0,-1.000088900581841e-12,-7.932056,2.248631
1744,11,0,0,1,0,1,0,0,0,0,0,0,0,1744,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.34402587765284,1,0.0,1.0,1.8273245199990205e-43,0.0,6.83974150356567e-77,immotile,0.0,1.0,1.8273245199990205e-43,0.0,6.83974150356567e-77,-62.629986,-3.8293571,0.0,1.0,0.0,0.0,3.28994500337e-313,1,0.0,0.18264134815066316,0.0,0.0,-1.000088900581841e-12,-5.4391565,-0.2089471
1745,12,0,0,1,0,1,0,0,0,0,0,0,0,1745,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.19708299593799,1,0.0,1.0,2.975078921980736e-43,0.0,8.254637769446581e-78,immotile,0.0,1.0,2.975078921980736e-43,0.0,8.254637769446581e-78,-57.55327,-13.798055,0.0,1.0,0.0,0.0,1.35470848e-314,1,0.0,0.18412562235759164,0.0,0.0,-1.000088900581841e-12,-7.339762,0.60085154
1746,13,0,0,1,0,1,0,0,0,0,0,0,0,1746,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.76976094798734,1,0.0,1.0,3.291503393207639e-43,0.0,4.969924305887131e-78,immotile,0.0,1.0,3.291503393207639e-43,0.0,4.969924305887131e-78,-57.031807,-16.000956,0.0,1.0,0.0,0.0,6.292431e-315,1,0.0,0.18447027128983653,0.0,0.0,-1.000088900581841e-12,-7.6821074,1.1944044
1747,14,0,0,1,0,1,0,0,0,0,0,0,0,1747,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.1758500171469,1,0.0,1.0,1.5546257371581735e-43,0.0,1.2563186022846011e-76,immotile,0.0,1.0,1.5546257371581735e-43,0.0,1.2563186022846011e-76,-63.324528,-0.74205476,0.0,1.0,0.0,0.0,8.21644055294e-313,1,0.0,0.18219902594689452,0.0,0.0,-1.000088900581841e-12,-4.616393,0.03544273
1748,15,0,0,1,0,1,0,0,0,0,0,0,0,1748,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.45984190694298,1,0.0,1.0,1.5151372571503876e-43,0.0,1.3792484681716912e-76,immotile,0.0,1.0,1.5151372571503876e-43,0.0,1.3792484681716912e-76,-62.977077,-0.12538688,0.0,1.0,0.0,0.0,9.4553461458e-313,1,0.0,0.182130451723071,0.0,0.0,-1.000088900581841e-12,-4.5359144,0.0921464
1749,16,0,0,1,0,1,0,0,0,0,0,0,0,1749,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101.43616324932422,1,0.0,1.0,6.121410969208823e-44,0.0,2.325107739268239e-75,immotile,0.0,1.0,6.121410969208823e-44,0.0,2.325107739268239e-75,-63.86563,12.865046,0.0,1.0,0.0,0.0,6.5505120555524e-311,1,0.0,0.17996298042913225,0.0,0.0,-1.000088900581841e-12,-2.8478909,11.036862
1750,17,0,0,1,0,1,0,0,0,0,0,0,0,1750,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,119.89827914628405,1,0.0,1.0,5.3824688846312583e-45,0.0,3.602166052817523e-73,immotile,0.0,1.0,5.3824688846312583e-45,0.0,3.602166052817523e-73,-59.081726,25.679682,0.0,1.0,0.0,0.0,1.1751407733896861e-307,1,0.0,0.1755050176729309,0.0,0.0,-1.000088900581841e-12,-3.3918607,14.255804
