,PlaybackIndex,is_progressive,is_medium,is_total,is_slow,is_static,is_proximal_droplet,is_distal_droplet,is_earlytrack,is_hyperactive_mouse,is_rapid,is_motile,is_bent_tail,fid,experiment_media,VAP,VSL,ALH,LIN,BCF,VCL,WOB,STR,MAD,cluster_id,P_cluster_0,P_cluster_1,P_cluster_2,P_cluster_3,P_cluster_4,subtype_label,P_rapid_progressive,P_immotile,P_nonprogressive,P_progressive,P_erratic,tsne_1,tsne_2,P_0,P_1,P_2,P_3,P_4,drug_cluster,P_axis_byls,E_axis_byls,progressivity_res,erraticity_res,entropy,umap_1,umap_2
472,33,0,0,1,0,0,0,0,1,1,1,1,0,472,6,123.64,33.62,16.9,9.53,21.76,352.66,35.06,27.19,104.73351095934777,4,1.1796176362976155e-06,0.0,4.06003272748628e-26,0.0,0.9999988203823639,erratic,1.1796176362976155e-06,0.0,4.06003272748628e-26,0.0,0.9999988203823639,16.106392,34.653587,1.3105624930796865e-41,0.0,0.0,1.3123465447762002e-116,0.9999999656875312,4,0.7261573273608595,0.7518429119107102,1.1796176362976155e-06,0.5210205036536587,-1.0000889005807192e-12,6.148791,6.792012
473,34,1,0,1,0,0,0,0,1,0,1,1,0,473,6,160.46,145.96,7.43,62.25,19.95,234.45,68.44,90.96,61.125275504851615,3,0.0002672660446871636,0.0,6.659831937167994e-17,0.9997327339553128,1.4065046146590139e-73,progressive,0.0002672660446871636,0.0,6.659831937167994e-17,0.9997327339553128,1.4065046146590139e-73,35.730507,-22.527683,0.0011691303641391331,0.0,6.449350269603186e-06,3.4066034817378566e-15,4.784947221542533e-39,6,1.0,0.0,1.0,0.0,-9.980261888966357e-13,13.906169,6.8790507
474,35,1,0,1,0,0,0,0,0,1,1,1,0,474,6,135.24,108.62,14.31,38.78,28.85,280.14,48.28,80.32,73.91989944233558,0,0.9999998163385575,0.0,1.8366142181760452e-07,1.9328651892991534e-14,1.5862298494267203e-25,rapid_progressive,0.9999998163385575,0.0,1.8366142181760452e-07,1.9328651892991534e-14,1.5862298494267203e-25,28.527758,0.8141523,0.9995116354418451,0.0,3.0725653410996274e-70,0.0003179276413666095,0.00017043691678858674,0,0.943184543715337,0.2869245417585617,0.9999998163385768,2.1697874338914147e-26,1.7961420874530253e-06,10.235331,7.5486765
475,36,1,0,1,0,0,0,0,1,0,1,1,0,475,6,120.07,117.49,6.34,67.76,30.73,173.38,69.25,97.85,77.54040344321103,3,1.2256466983203628e-20,0.0,6.679220363911932e-13,0.9999999999993321,2.5859273935330216e-104,progressive,1.2256466983203628e-20,0.0,6.679220363911932e-13,0.9999999999993321,2.5859273935330216e-104,11.334331,-35.81912,4.525045865801929e-34,0.0,0.6331809362794353,2.7413166096914886e-13,2.9821938819102554e-116,2,1.0,0.08478759075766741,0.9999999999993321,0.0,1.778149456739861e-11,14.577145,5.1899443
476,37,0,0,1,0,0,0,0,1,1,1,1,0,476,6,192.92,152.09,17.32,47.9,9.97,317.53,60.76,78.84,57.8178223937325,0,0.9999999999999307,0.0,6.888812081606623e-14,4.012617721910176e-70,3.351554028718826e-79,rapid_progressive,0.9999999999999307,0.0,6.888812081606623e-14,4.012617721910176e-70,3.351554028718826e-79,43.00532,-10.590973,0.9999992610841056,0.0,9.960168916199401e-161,1.040541980903635e-23,7.389158939058613e-07,0,1.0,0.19495835685009533,0.9999999999999307,3.875433640878656e-80,-1.000088900581841e-12,11.377234,9.208562
477,38,0,0,1,0,0,0,0,1,1,1,1,0,477,6,146.61,54.12,13.02,18.28,29.92,296.11,49.51,36.91,66.9758751091807,0,0.9621763075217732,0.0,9.017041822455413e-08,0.0,0.037823602307808464,rapid_progressive,0.9621763075217732,0.0,9.017041822455413e-08,0.0,0.037823602307808464,26.774506,20.811584,5.638580532036679e-10,0.0,0.0,3.331346847953569e-51,0.9999999992610551,4,0.7317522430599781,0.5840818544140262,0.9621763075217732,0.009131549766217979,3.324856852934427e-05,6.7188,7.232232
478,39,1,0,1,0,0,0,0,0,0,1,1,0,478,6,85.94,82.74,3.5,71.73,34.03,115.34,74.51,96.27,64.52881159070914,3,1.0802802745514862e-50,0.0,2.9746614504403366e-09,0.9999999970253377,2.294047014715518e-214,progressive,1.0802802745514862e-50,0.0,2.9746614504403366e-09,0.9999999970253377,2.294047014715518e-214,-3.914379,-36.358585,4.4583080995274064e-102,0.0,0.9999999999994813,8.043979277565594e-38,6.187752346024222e-259,2,0.9999071602342879,0.1658201400795854,0.9999999970253377,0.0,6.137459322014059e-08,14.977973,3.2364058
479,40,1,0,1,0,0,0,0,1,0,1,1,0,479,6,129.62,118.36,7.53,67.61,18.41,175.05,74.05,91.31,56.075525548494255,3,2.6774327865950955e-18,0.0,1.3395490773389713e-12,0.9999999999986606,2.177271593646316e-105,progressive,2.6774327865950955e-18,0.0,1.3395490773389713e-12,0.9999999999986606,2.177271593646316e-105,11.933039,-40.50767,6.766904076058486e-32,0.0,0.006504379680591756,4.5802143373897863e-10,2.659830063507422e-121,6,1.0,0.08695229289440588,0.9999999999986606,0.0,3.6214165330622305e-11,14.8166,5.178469
480,41,1,0,1,0,0,0,0,0,1,1,1,0,480,6,137.36,118.03,13.94,36.79,26.18,320.78,42.82,85.92,96.06078794385446,0,0.9999999998909779,0.0,2.9284979473579394e-12,1.0609526921019327e-10,6.412580437968498e-33,rapid_progressive,0.9999999998909779,0.0,2.9284979473579394e-12,1.0609526921019327e-10,6.412580437968498e-33,35.066345,6.8787556,0.9886640210067378,0.0,2.8013735593814277e-97,5.2247406951145826e-05,0.011283731586310467,0,1.0,0.21907111586118766,0.9999999999970731,3.007678177565976e-34,0.12365569820646946,9.811244,8.415775
481,42,1,0,1,0,0,0,0,0,1,1,1,0,481,6,150.18,125.59,11.16,41.23,30.53,304.62,49.3,83.63,81.83621347160577,0,0.9999999999904965,0.0,6.21713776800543e-12,3.286652780653834e-12,7.033069992207212e-41,rapid_progressive,0.9999999999904965,0.0,6.21713776800543e-12,3.286652780653834e-12,7.033069992207212e-41,37.25207,-1.8327875,0.9997558383340813,0.0,9.646426836613753e-69,1.0491814164282943e-08,0.00024415117410518585,0,1.0,0.1695744477153405,0.9999999999937832,0.0,0.6448240663495983,10.484717,8.548332
482,1,1,0,1,0,0,0,0,0,0,1,1,0,482,6,59.51,54.43,4.03,56.93,30.95,95.61,62.25,91.46,77.23408068928956,3,2.1588102452960793e-24,0.0,6.993649594302526e-05,0.9999300635040567,1.1695030590303045e-143,progressive,2.1588102452960793e-24,0.0,6.993649594302526e-05,0.9999300635040567,1.1695030590303045e-143,-13.830247,-10.557924,1.6744315260204865e-37,0.0,0.9725708219518509,3.888985724834115e-21,2.130178874647284e-150,2,0.865631778074349,0.2012285163008118,0.9999300635040567,0.0,0.0007390810514004162,12.7128315,1.8354696
483,2,1,0,1,0,0,0,0,1,0,1,1,0,483,6,111.9,101.79,10.39,50.12,34.79,203.08,55.1,90.96,81.58068410462961,3,2.9615212554091322e-05,0.0,1.0382445097548205e-08,0.999970374405,1.242970115300521e-35,progressive,2.9615212554091322e-05,0.0,1.0382445097548205e-08,0.999970374405,1.242970115300521e-35,14.221704,-11.266542,4.0673869108343405e-06,0.0,3.765794758150536e-10,2.608585186836076e-06,4.968770497517278e-32,6,0.9440484018889708,0.20787956511872963,0.9999999896175541,4.105408772064319e-37,2.012481374298764e-07,11.634095,5.525664
484,3,1,0,1,0,0,0,0,0,1,1,1,0,484,6,86.26,73.29,16.44,25.76,16.8,284.52,30.32,84.96,86.20792809988181,0,0.9999869121572806,0.0,7.095082901194853e-14,1.2968346898591813e-21,1.3087842649573664e-05,rapid_progressive,0.9999869121572806,0.0,7.095082901194853e-14,1.2968346898591813e-21,1.3087842649573664e-05,14.956532,24.3404,0.9400651879698441,0.0,5.1580235608888e-133,1.1646674689766981e-05,0.05992316535546759,0,0.8844018746708775,0.34069690731789326,0.9999869121572806,4.902805504565567e-06,1.0859919318919208e-07,7.5022793,6.707702
485,4,1,0,1,0,0,0,0,1,1,1,1,0,485,6,140.36,117.34,13.94,37.35,27.32,314.2,44.67,83.6,99.92670074601128,0,0.9999999998693454,0.0,1.260038293440403e-10,4.651375699388227e-12,1.4358887029938479e-32,rapid_progressive,0.9999999998693454,0.0,1.260038293440403e-10,4.651375699388227e-12,1.4358887029938479e-32,35.375866,6.6338186,0.9923767809337252,0.0,1.034346866726403e-89,0.00015493222284656785,0.00746828684342949,0,0.9973727811463178,0.23432905414604455,0.9999999998739968,7.871315928137095e-34,0.15370051941272514,9.807245,8.435113
486,5,0,0,1,0,0,0,0,0,1,1,1,0,486,6,129.73,60.12,12.94,21.08,32.54,285.25,45.48,46.34,91.60966415347939,0,0.9999628163015059,0.0,3.1066262423416453e-07,3.565603415814564e-254,3.6873035869638596e-05,rapid_progressive,0.9999628163015059,0.0,3.1066262423416453e-07,3.565603415814564e-254,3.6873035869638596e-05,17.45035,29.648737,0.0014443805509023577,0.0,0.0,3.4416674422175445e-24,0.9985556194060742,4,0.7645317492649912,0.5203695502964122,0.9999628163015059,8.151727178184218e-06,0.048296876177432176,6.8139706,7.256996
487,6,0,0,1,0,0,0,0,0,0,1,1,0,487,6,135.64,69.53,10.01,27.26,42.74,255.1,53.17,51.26,97.60326345729318,0,0.9987927460768017,0.0,0.0012055218954076516,7.221191938431167e-150,1.7320277898452944e-06,rapid_progressive,0.9987927460768017,0.0,0.0012055218954076516,7.221191938431167e-150,1.7320277898452944e-06,23.908115,17.145369,0.0035915826658040753,0.0,0.0,1.02467968491678e-11,0.9963977390689722,4,0.7883029829571444,0.44031857944678116,0.9987927460768017,7.372461849396493e-08,0.010826258326014353,7.1073914,7.27839
488,7,1,0,1,0,0,0,0,1,1,1,1,0,488,6,141.35,120.89,8.39,37.4,29.92,323.25,43.73,85.53,103.62774158114931,0,1.0,0.0,8.34248355550824e-18,5.26580953661166e-17,7.07570209877121e-36,rapid_progressive,1.0,0.0,8.34248355550824e-18,5.26580953661166e-17,7.07570209877121e-36,36.51736,4.446536,0.9590550734702282,0.0,7.506855858467778e-100,1.2012189416398769e-06,0.04094372531082846,0,1.0,0.10329315771468829,1.0,0.0,0.39903940644233993,9.9457245,8.364062
489,8,0,0,1,0,0,0,0,1,1,1,1,0,489,6,178.03,140.48,13.59,41.98,21.76,334.64,53.2,78.91,77.42709505805269,0,0.9999999999988418,0.0,1.1583059833072639e-12,1.0062074920356305e-50,1.7425974029454187e-64,rapid_progressive,0.9999999999988418,0.0,1.1583059833072639e-12,1.0062074920356305e-50,1.7425974029454187e-64,42.217594,-5.3687406,0.9999784448594865,0.0,8.219202560740899e-144,9.139286677233059e-16,2.155514051160296e-05,0,1.0,0.18050612335566374,0.9999999999988418,0.0,-1.000088900581841e-12,10.968164,9.132461
490,9,0,1,1,0,0,0,0,0,0,0,1,1,490,6,39.68,5.34,7.04,5.48,74.28,97.42,40.73,13.46,93.60301824792053,4,1.9275134165262852e-79,0.0,0.028475311280641624,0.0,0.9715246887193588,erratic,1.9275134165262852e-79,0.0,0.028475311280641624,0.0,0.9715246887193588,-12.125806,30.700169,4.2006934062120924e-213,0.0,0.0,2.1166904460744117e-48,1.7955336811773963e-30,5,0.36905396245776556,0.6024602233451549,1.9275134165262852e-79,0.09708513040838253,0.12940158388655357,5.2890544,3.7708597
