,PlaybackIndex,is_distal_droplet,is_total,is_progressive,is_slow,is_medium,is_proximal_droplet,is_hyperactive_mouse,is_motile,is_static,is_bent_tail,is_rapid,is_earlytrack,fid,VAP,VSL,ALH,LIN,BCF,VCL,WOB,STR,MAD,cluster_id,P_cluster_0,P_cluster_1,P_cluster_2,P_cluster_3,P_cluster_4,subtype_label,P_rapid_progressive,P_immotile,P_nonprogressive,P_progressive,P_erratic,tsne_1,tsne_2,P_axis_byls,E_axis_byls,progressivity_res,erraticity_res,entropy
211,12,0,1,1,0,0,0,0,1,0,0,1,0,211,75.48,72.01,5.08,65.96,21.37,109.17,69.13,95.41,52.67046486696851,3,1.2868081667071505e-39,0.0,1.8841397354502405e-07,0.9999998115860258,2.692970133608677e-180,progressive,1.2868081667071505e-39,0.0,1.8841397354502405e-07,0.9999998115860258,2.692970133608677e-180,-8.369254,-31.786877,0.9434237458034309,0.16648703157866598,0.9999998115860258,4.34022304424469e-182,3.1059315505302656e-06
212,13,0,1,1,0,0,0,0,1,0,0,1,1,212,101.09,91.3,9.33,48.64,31.22,187.7,53.86,90.31,89.0414338852384,3,1.2894836419018269e-05,0.0,1.3332050063783875e-07,0.9999869718430787,1.2894913009701894e-35,progressive,1.2894836419018269e-05,0.0,1.3332050063783875e-07,0.9999869718430787,1.2894913009701894e-35,12.598842,-12.134484,0.9161941243585547,0.1948125558838807,0.9999998666794977,3.121449447794357e-37,2.2438772027566163e-06
213,14,0,1,0,0,1,0,0,1,0,0,0,1,213,33.2,24.8,5.06,26.17,17.6,94.75,35.04,74.69,110.62654021291361,2,9.615407607054366e-05,0.0,0.9999038459239168,3.698441669923436e-67,1.2257105231718936e-14,non_progressive,9.615407607054366e-05,0.0,0.9999038459239168,3.698441669923436e-67,1.2257105231718936e-14,-15.8194685,12.900546,0.6042283433254638,0.17853066667241138,9.615407607054366e-05,2.0419189977096553e-16,-6.493168975755549e-13
214,15,0,1,0,0,1,0,0,1,0,0,0,0,214,44.6,30.12,9.64,15.75,49.48,191.16,23.33,67.53,93.33277780979877,4,6.261473888340014e-07,0.0,3.4421898174474695e-08,6.018110924387628e-185,0.9999993394307133,erratic,6.261473888340014e-07,0.0,3.4421898174474695e-08,6.018110924387628e-185,0.9999993394307133,-0.1621092,28.46495,0.6415990817938386,0.4352795014418207,6.261473888340014e-07,0.17303834771012425,6.259458865768938e-07
215,1,0,1,0,0,0,0,0,0,1,0,0,0,215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.25229134457095,1,0.0,1.0,4.43832770672911e-44,0.0,5.363988845291488e-75,immotile,0.0,1.0,4.43832770672911e-44,0.0,5.363988845291488e-75,-63.999527,16.202805,0.0,0.17928298284730743,0.0,0.0,-1.000088900581841e-12
216,2,0,1,0,0,0,0,0,0,1,0,0,0,216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.24817488264476,1,0.0,1.0,9.388425050028767e-43,0.0,1.3018167961806484e-82,immotile,0.0,1.0,9.388425050028767e-43,0.0,1.3018167961806484e-82,-46.92026,-32.742096,0.0,0.1908743174768803,0.0,0.0,-1.000088900581841e-12
217,3,0,1,1,0,0,0,0,1,0,0,1,1,217,88.47,82.02,4.64,62.9,33.4,130.38,67.85,92.71,69.92302537427918,3,1.2376268944940188e-26,0.0,6.295700203075252e-08,0.9999999370429988,1.2793184583595601e-130,progressive,1.2376268944940188e-26,0.0,6.295700203075252e-08,0.9999999370429988,1.2793184583595601e-130,-5.244404,-30.246408,0.9508059209056152,0.16550315457025386,0.9999999370429988,0.0,1.1068333313943601e-06
218,4,0,1,1,0,0,0,0,1,0,0,1,0,218,103.22,96.39,6.2,63.54,31.49,151.7,68.04,93.39,66.11738233034585,3,5.538757432012496e-22,0.0,5.29632872593698e-10,0.9999999994703686,1.3670200279641172e-107,progressive,5.538757432012496e-22,0.0,5.29632872593698e-10,0.9999999994703686,1.3670200279641172e-107,3.210456,-31.658295,0.9776754761628685,0.1514825724745959,0.9999999994703686,0.0,1.1839975965066797e-08
219,5,0,1,1,0,0,0,0,1,0,0,1,0,219,74.89,62.9,11.11,33.82,21.67,186.0,40.26,83.99,77.78034490942512,0,0.9938174637422013,0.0,0.006002172021240151,0.00018034799614838868,1.6240409864970898e-08,rapid_progressive,0.9938174637422013,0.0,0.006002172021240151,0.00018034799614838868,1.6240409864970898e-08,3.8019543,10.578258,0.7936256870313372,0.2601311031773945,0.9939978117383497,3.07143941083241e-09,0.1318833004001962
220,6,0,1,1,0,0,0,0,1,0,0,1,1,220,92.32,86.82,7.21,58.88,31.42,147.44,62.62,94.04,71.0317304077698,3,2.6471006512432668e-17,0.0,2.9564559863818896e-08,0.9999999704354399,9.2948358851562e-89,progressive,2.6471006512432668e-17,0.0,2.9564559863818896e-08,0.9999999704354399,9.2948358851562e-89,-0.17299238,-24.689436,0.9395754806581271,0.18268301829349615,0.9999999704354399,1.0146405984636724e-91,5.42114153924344e-07
221,7,0,1,0,0,1,0,0,1,0,0,0,1,221,40.93,35.26,3.14,39.6,41.63,89.04,45.96,86.17,124.44455067736429,2,1.866030403695253e-05,0.0,0.9999808791675685,4.6052839474830025e-07,2.79153661019681e-57,non_progressive,1.866030403695253e-05,0.0,0.9999808791675685,4.6052839474830025e-07,2.79153661019681e-57,-14.779588,8.717102,0.7298160101718654,0.2126955383858696,1.912083243170083e-05,0.0,7.180171437981546e-06
222,8,0,1,1,0,0,0,0,1,0,0,1,0,222,106.15,97.89,7.93,57.73,26.82,169.56,62.6,92.22,61.64211278186292,3,8.642651240843761e-13,0.0,1.9644047080804063e-09,0.9999999980347312,8.976200660640282e-69,progressive,8.642651240843761e-13,0.0,1.9644047080804063e-09,0.9999999980347312,8.976200660640282e-69,6.118338,-25.24981,0.9531593236815157,0.1532937803147229,0.9999999980355955,0.0,4.134494105630295e-08
223,9,0,1,1,0,0,0,0,1,0,0,1,0,223,76.33,68.55,6.73,40.37,34.64,169.8,44.96,89.8,96.08521410943544,3,9.07678540697995e-05,0.0,1.996263571669134e-05,0.9998892695102118,2.361857097674938e-22,progressive,9.07678540697995e-05,0.0,1.996263571669134e-05,0.9998892695102118,2.361857097674938e-22,0.576541,2.3136294,0.8394626718110827,0.1876613313013777,0.9999800373642816,0.0,0.00023601066636432853
224,10,0,1,1,0,0,0,0,1,0,0,1,0,224,124.25,108.35,9.0,42.51,30.44,254.85,48.75,87.2,90.62190826993826,0,0.9417303373329635,0.0,7.736876164133547e-09,0.058269654930159606,3.592972746082333e-24,rapid_progressive,0.9417303373329635,0.0,7.736876164133547e-09,0.058269654930159606,3.592972746082333e-24,24.62657,-1.8603886,0.9606711577181011,0.1431443338206039,0.9999999922631231,0.0,2.235246389373921e-06
225,11,0,1,0,0,1,0,0,1,0,0,0,0,225,43.53,12.15,12.08,4.49,86.66,270.65,16.08,27.92,100.88611724530585,4,4.452415356691848e-50,0.0,5.343202851842047e-48,0.0,1.0,erratic,4.452415356691848e-50,0.0,5.343202851842047e-48,0.0,1.0,-3.4214592,39.280396,0.5816995423696254,0.8551976051976202,4.452415356691848e-50,0.33883520349669166,-1.000088900581841e-12
226,12,0,1,1,0,0,0,0,1,0,0,1,0,226,112.46,107.77,7.89,59.35,24.76,181.59,61.93,95.84,57.64297663888113,3,9.923400308055508e-13,0.0,2.618361265339652e-10,0.9999999997371702,1.0480498372421412e-65,progressive,9.923400308055508e-13,0.0,2.618361265339652e-10,0.9999999997371702,1.0480498372421412e-65,7.2892995,-26.919792,0.9826223218394103,0.10932769156080879,0.9999999997381626,0.0,6.036807642494423e-09
227,13,0,1,1,0,0,0,0,1,0,0,1,0,227,86.82,75.1,11.4,32.23,19.6,233.03,37.25,86.51,87.45108968098191,0,0.9998365994907623,0.0,1.7669512055979886e-06,0.00015834850096632373,3.285057064073186e-06,rapid_progressive,0.9998365994907623,0.0,1.7669512055979886e-06,0.00015834850096632373,3.285057064073186e-06,12.975302,14.36101,0.8584741029762859,0.22306505346436054,0.9999949479917286,4.0424824659910463e-07,0.1579316797050121
228,14,0,1,0,0,0,0,0,1,0,0,1,0,228,74.58,27.28,11.78,16.55,38.84,164.87,45.24,36.58,97.93671280898936,2,3.31071478181373e-15,0.0,0.6109754915995484,1.2373498491435548e-232,0.38902450840044905,non_progressive,3.31071478181373e-15,0.0,0.6109754915995484,1.2373498491435548e-232,0.38902450840044905,-8.593637,27.734844,0.5703136288310644,0.537473200158419,3.31071478181373e-15,0.12313035380597388,0.66830973696966
229,15,0,1,0,0,0,0,0,1,0,0,1,1,229,86.59,57.85,14.81,32.35,17.73,178.81,48.42,66.81,63.601742569837626,0,0.970029546039924,0.0,0.029970452510089417,5.460529810703309e-32,1.4499873217891304e-09,rapid_progressive,0.970029546039924,0.0,0.029970452510089417,5.460529810703309e-32,1.4499873217891304e-09,0.26496542,12.25314,0.7372223767189248,0.39768831682905986,0.970029546039924,6.064984019930459e-10,8.633088140736855e-07
230,16,0,1,1,0,0,0,0,1,0,0,1,0,230,107.04,102.46,6.2,64.52,29.92,158.81,67.4,95.72,68.37623064542397,3,9.727784482693526e-22,0.0,6.78927780081509e-11,0.9999999999321076,1.1106006150429877e-103,progressive,9.727784482693526e-22,0.0,6.78927780081509e-11,0.9999999999321076,1.1106006150429877e-103,4.500644,-31.718115,0.9954569757226097,0.12259491537786373,0.9999999999321076,0.0,1.6554799378830392e-09
231,17,0,1,0,0,0,0,1,1,0,0,1,1,231,122.67,40.8,13.46,13.91,23.94,293.2,41.84,33.26,71.17290515397093,0,0.7496106341203358,0.0,1.8246933818100653e-11,0.0,0.2503893658614167,rapid_progressive,0.7496106341203358,0.0,1.8246933818100653e-11,0.0,0.2503893658614167,12.20442,35.240494,0.6894501169939804,0.6052269010131106,0.7496106341203358,0.0786806375262249,1.7719324566737904e-09
232,18,0,1,1,0,0,0,0,1,0,0,1,0,232,97.25,90.05,5.46,54.13,24.58,166.34,58.46,92.6,67.11676360653074,3,3.6836194488050144e-11,0.0,9.600323445485507e-08,0.9999999039599292,6.183992986290453e-58,progressive,3.6836194488050144e-11,0.0,9.600323445485507e-08,0.9999999039599292,6.183992986290453e-58,2.7253559,-19.85012,0.9293703067867904,0.09790358883178059,0.9999999039967654,0.0,1.6473063546920884e-06
233,19,0,1,0,0,0,0,0,1,0,0,1,1,233,86.63,45.14,10.11,23.52,38.72,191.95,45.13,52.1,75.49837499788069,2,0.0815117038575925,0.0,0.8666306696975442,3.0086410613190854e-103,0.05185762644486277,non_progressive,0.0815117038575925,0.0,0.8666306696975442,3.0086410613190854e-103,0.05185762644486277,1.4835913,14.376334,0.6757599166510075,0.4426782377281976,0.0815117038575925,0.008574488795360656,0.21711320051444902
234,20,0,1,0,0,0,0,0,1,0,0,1,0,234,88.69,56.13,13.11,21.36,17.54,262.71,33.76,63.28,77.73593990598337,0,0.9931363472883938,0.0,2.096103785352541e-10,3.415632007559719e-118,0.006863652501995585,rapid_progressive,0.9931363472883938,0.0,2.096103785352541e-10,3.415632007559719e-118,0.006863652501995585,9.182548,24.50312,0.7699904231461416,0.38894749615393776,0.9931363472883938,0.001757333948643791,5.589950830567907e-07
235,21,0,1,1,0,0,0,1,1,0,0,1,0,235,91.55,75.89,14.55,26.63,24.15,284.94,32.13,82.9,97.39381105386948,0,0.9999985432904263,0.0,1.4434040779658733e-13,6.04526685618329e-22,1.4567094301944505e-06,rapid_progressive,0.9999985432904263,0.0,1.4434040779658733e-13,6.04526685618329e-22,1.4567094301944505e-06,16.949646,22.4582,0.8905526565682378,0.3275662945335984,0.9999985432904263,3.762045769605833e-07,1.6970812175375432e-06
236,22,0,1,1,0,0,0,0,1,0,0,1,0,236,89.9,84.73,5.62,61.15,31.49,138.55,64.89,94.24,71.80155867559417,3,2.0616503943874136e-22,0.0,1.9709351306036422e-08,0.9999999802906496,1.4285817768922866e-109,progressive,2.0616503943874136e-22,0.0,1.9709351306036422e-08,0.9999999802906496,1.4285817768922866e-109,-3.8368423,-28.315628,0.947660242285933,0.16066231386813706,0.9999999802906496,0.0,3.6939406437783776e-07
237,23,0,1,1,0,0,0,0,1,0,0,1,1,237,77.44,65.97,7.04,35.63,24.64,185.16,41.82,85.19,88.47924713135994,0,0.9540976819793581,0.0,0.0022402566757280602,0.04366206125989535,8.501925083092964e-11,rapid_progressive,0.9540976819793581,0.0,0.0022402566757280602,0.04366206125989535,8.501925083092964e-11,3.168855,4.530541,0.8164919730301279,0.1702815987132233,0.9977597432392534,0.0,0.19498114578442638
