,PlaybackIndex,is_distal_droplet,is_total,is_progressive,is_slow,is_medium,is_proximal_droplet,is_hyperactive_mouse,is_motile,is_static,is_bent_tail,is_rapid,is_earlytrack,fid,VAP,VSL,ALH,LIN,BCF,VCL,WOB,STR,MAD,cluster_id,P_cluster_0,P_cluster_1,P_cluster_2,P_cluster_3,P_cluster_4,subtype_label,P_rapid_progressive,P_immotile,P_nonprogressive,P_progressive,P_erratic,tsne_1,tsne_2,P_axis_byls,E_axis_byls,progressivity_res,erraticity_res,entropy
1569,23,0,1,1,0,0,0,0,1,0,0,1,1,1569,126.55,122.75,8.33,62.33,17.95,196.92,64.26,97.0,89.83184094239678,3,1.3758710697704618e-08,0.0,7.82246025956955e-11,0.999999986163065,1.5356383835903512e-68,progressive,1.3758710697704618e-08,0.0,7.82246025956955e-11,0.999999986163065,1.5356383835903512e-68,19.009195,-28.59591,1.0,0.045018459566283704,0.9999999999217757,0.0,1.8966299368169913e-09
1570,25,0,1,0,0,1,0,0,1,0,0,0,1,1570,40.24,31.38,6.4,22.25,24.93,140.99,28.54,77.97,102.9313495567905,2,0.0006817927491666068,0.0,0.9959782750486974,5.305304303497334e-49,0.003339932202135279,non_progressive,0.0006817927491666068,0.0,0.9959782750486974,5.305304303497334e-49,0.003339932202135279,-2.0564942,18.230505,0.6422169484248113,0.21841930983978836,0.0006817927491666068,8.998601595658104e-05,0.022390974043166895
1571,26,0,1,1,0,0,0,0,1,0,0,1,1,1571,77.43,64.81,11.69,37.62,17.1,172.27,44.95,83.7,83.41257738503404,0,0.9908005041639167,0.0,0.00755923312293219,0.001640262713148196,1.735427356151279e-15,rapid_progressive,0.9908005041639167,0.0,0.00755923312293219,0.001640262713148196,1.735427356151279e-15,2.984407,8.38634,0.801516561159165,0.2562153890408134,0.992440766877065,4.1141743191872144e-16,0.46880465381944164
1572,27,0,1,1,0,0,0,0,1,0,0,1,1,1572,102.63,101.09,4.1,87.1,19.95,116.06,88.43,98.49,34.386233097917305,3,5.880018963435281e-93,0.0,2.336964992253464e-10,0.9999999997663043,0.0,progressive,5.880018963435281e-93,0.0,2.336964992253464e-10,0.9999999997663043,0.0,-2.2571063,-40.709553,1.0,0.13015375704303617,0.9999999997663043,0.0,5.414385312978469e-09
1573,1,0,1,0,0,0,0,0,0,1,0,0,0,1573,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,123.0436688007214,1,0.0,1.0,3.296433426609201e-45,0.0,7.673664057704795e-73,immotile,0.0,1.0,3.296433426609201e-45,0.0,7.673664057704795e-73,-59.35081,27.442934,0.0,0.1747455148070903,0.0,0.0,-1.000088900581841e-12
1574,2,0,1,1,0,0,0,0,1,0,0,1,0,1574,117.45,109.84,11.44,55.23,21.67,198.88,59.06,93.52,64.17767929510777,3,1.640814571243162e-06,0.0,8.268556987187344e-10,0.999998358358572,9.002220913802413e-48,progressive,1.640814571243162e-06,0.0,8.268556987187344e-10,0.999998358358572,9.002220913802413e-48,11.310242,-22.817232,0.9698575795221909,0.1652365159698286,0.9999999991731432,7.262980434343599e-49,1.811724113501535e-08
1575,3,0,1,1,0,0,0,0,1,0,0,1,1,1575,52.1,44.91,4.06,48.83,22.44,91.98,56.64,86.21,93.6877986545492,2,3.193609286975182e-09,0.0,0.99654118990602,0.003458806900370598,1.7720162395729753e-98,non_progressive,3.193609286975182e-09,0.0,0.99654118990602,0.003458806900370598,1.7720162395729753e-98,-14.07485,3.8047576,0.7986591035882376,0.17348665305886557,0.003458810093979885,0.0,0.02305329453773357
1576,4,0,1,1,0,0,0,0,1,0,0,1,1,1576,111.8,98.31,11.26,42.41,29.33,231.81,48.23,87.93,90.08795276400356,3,0.07699785108305776,0.0,4.623366699001362e-07,0.9230016865802735,2.1274143601768985e-20,progressive,0.07699785108305776,0.0,4.623366699001362e-07,0.9230016865802735,2.1274143601768985e-20,18.650894,-0.32741332,0.9267931466257646,0.21002266264617553,0.9999995376633313,1.0518479267163572e-21,7.767460637760827e-06
1577,5,0,1,0,0,0,0,0,1,0,0,1,1,1577,68.71,38.91,11.06,15.98,24.93,243.42,28.23,56.62,83.45011475933194,4,0.020366278938934952,0.0,2.7574744799265207e-13,6.480814722306509e-256,0.9796337210607889,erratic,0.020366278938934952,0.0,2.7574744799265207e-13,6.480814722306509e-256,0.9796337210607889,3.8518767,30.032036,0.6930686541011415,0.4205868442199889,0.020366278938934952,0.19944307379386098,6.98923614317881e-12
1578,6,0,1,1,0,0,0,0,1,0,0,1,0,1578,127.16,112.21,10.98,41.67,31.98,269.29,47.22,88.24,92.56681726086471,0,0.9550919464604477,0.0,3.844836553017026e-09,0.04490804969471404,1.0522845865820057e-25,rapid_progressive,0.9550919464604477,0.0,3.844836553017026e-09,0.04490804969471404,1.0522845865820057e-25,30.867258,2.226344,0.9754216268337297,0.17895315018057106,0.9999999961551618,0.0,1.4788727514307454e-06
1579,7,0,1,1,0,0,0,0,1,0,0,1,0,1579,108.69,97.78,14.06,40.0,24.76,244.43,44.46,89.97,95.18811352932671,0,0.8361748294551911,0.0,3.0529242609136643e-06,0.1638221176205484,6.874231307620238e-16,rapid_progressive,0.8361748294551911,0.0,3.0529242609136643e-06,0.1638221176205484,6.874231307620238e-16,20.625338,3.344467,0.9304506500273209,0.2438881963301456,0.9999969470757395,1.3376783988676276e-16,0.000221581520575889
1580,8,0,1,1,0,0,0,0,1,0,0,1,0,1580,120.38,112.21,8.39,58.06,29.39,193.26,62.29,93.21,66.87321319100248,3,4.355909601571485e-10,0.0,1.0527733881316627e-11,0.9999999995538822,9.226990672416933e-60,progressive,4.355909601571485e-10,0.0,1.0527733881316627e-11,0.9999999995538822,9.226990672416933e-60,13.947444,-26.995605,0.9868599331417269,0.12898839834182635,0.9999999999894732,0.0,2.7468201104928273e-10
1581,9,0,1,1,0,0,0,1,1,0,0,1,0,1581,148.42,136.29,12.14,47.18,33.01,288.84,51.38,91.83,93.9955824802396,3,0.4160134221358999,0.0,1.3616400473572243e-12,0.5839865778627393,4.997032672829411e-48,progressive,0.4160134221358999,0.0,1.3616400473572243e-12,0.5839865778627393,4.997032672829411e-48,36.58767,-9.3608885,1.0,0.13801707089290552,0.9999999999986393,0.0,6.295097751206846e-11
1582,10,0,1,1,0,0,0,0,1,0,0,1,1,1582,75.23,71.09,5.27,56.55,33.37,125.72,59.84,94.5,79.05299685159365,3,1.8178441301056181e-19,0.0,1.2013535900961914e-06,0.9999987986464096,3.5978602094712604e-100,progressive,1.8178441301056181e-19,0.0,1.2013535900961914e-06,0.9999987986464096,3.5978602094712604e-100,-8.731643,-10.590333,0.900782147705024,0.1809852760795666,0.9999987986464096,0.0,1.757827706623672e-05
1583,11,0,1,1,0,0,0,0,1,0,0,1,1,1583,120.3,115.05,8.56,52.99,31.22,217.13,55.4,95.64,98.51733972925958,3,6.50555947041346e-05,0.0,1.8735826856637322e-10,0.9999349442179364,1.4730439166762205e-40,progressive,6.50555947041346e-05,0.0,1.8735826856637322e-10,0.9999349442179364,1.4730439166762205e-40,28.055841,-13.405433,0.9964521090083143,0.10192708268859027,0.9999999998126405,0.0,4.382084174395576e-09
1584,12,0,1,0,0,0,0,0,1,0,0,1,1,1584,63.41,20.41,11.84,9.53,8.98,214.15,29.61,32.19,76.18861350423232,4,8.373001885019986e-16,0.0,6.296981689110084e-11,0.0,0.9999999999370299,erratic,8.373001885019986e-16,0.0,6.296981689110084e-11,0.0,0.9999999999370299,1.5819968,30.775005,0.5443013307069415,0.4843483363275715,8.373001885019986e-16,0.311654285024863,1.5400358118966548e-09
1585,13,0,1,1,0,0,0,0,1,0,0,1,0,1585,127.9,105.43,11.06,49.24,27.7,214.11,59.74,82.43,71.44540124765966,0,0.967719365382521,0.0,3.709226961345636e-06,0.032276925390517165,1.0675120599283098e-33,rapid_progressive,0.967719365382521,0.0,3.709226961345636e-06,0.032276925390517165,1.0675120599283098e-33,20.90318,-11.6638365,0.9342634043297982,0.21831432988760824,0.9999962907730382,4.65272996112236e-35,0.0011572539716605142
1586,14,0,1,1,0,0,0,0,1,0,0,1,1,1586,132.9,130.63,7.91,62.97,31.91,207.45,64.06,98.29,84.31522621908032,3,7.426042603237478e-10,0.0,1.926048735293881e-14,0.9999999992573763,4.3360987820646e-70,progressive,7.426042603237478e-10,0.0,1.926048735293881e-14,0.9999999992573763,4.3360987820646e-70,19.383856,-30.88182,1.0,0.06521274971120335,0.9999999999999806,0.0,-4.4895152590250695e-13
1587,15,0,1,1,0,0,0,0,1,0,0,1,1,1587,95.62,85.6,7.22,48.91,29.33,175.01,54.64,89.52,89.6733445495939,3,1.3817010369560662e-06,0.0,2.98232242175868e-07,0.9999983200667202,5.390069325531658e-41,progressive,1.3817010369560662e-06,0.0,2.98232242175868e-07,0.9999983200667202,5.390069325531658e-41,4.875888,-8.97254,0.903504581501922,0.15831308389497076,0.9999997017677571,0.0,4.779293127955302e-06
1588,16,0,1,0,0,0,0,0,1,0,0,1,1,1588,138.48,102.46,11.07,38.68,17.1,264.86,52.29,73.99,88.23697640296886,0,0.9999994097350894,0.0,5.902649113556939e-07,1.3709200313809348e-33,4.178870564731736e-23,rapid_progressive,0.9999994097350894,0.0,5.902649113556939e-07,1.3709200313809348e-33,4.178870564731736e-23,28.439943,-1.3833259,0.9157137289902504,0.20478492257585434,0.9999994097350894,0.0,-9.981327252653314e-13
1589,1,0,1,1,0,0,0,0,1,0,0,1,0,1589,112.56,105.82,11.09,58.23,31.49,181.72,61.94,94.01,69.54958662706042,3,5.007470960275926e-09,0.0,2.9413920102476727e-09,0.9999999920511371,9.328723109036059e-61,progressive,5.007470960275926e-09,0.0,2.9413920102476727e-09,0.9999999920511371,9.328723109036059e-61,10.290929,-23.805592,0.9715210630124629,0.21300423554678857,0.9999999970586081,9.808583039766002e-62,6.072122337413545e-08
1590,2,0,1,0,0,0,0,0,1,0,0,1,1,1590,118.43,73.7,9.48,35.15,31.12,209.66,56.49,62.23,65.92842510172795,0,0.9726661029521017,0.0,0.027333897045716652,1.734635575748164e-31,2.1818343854860316e-12,rapid_progressive,0.9726661029521017,0.0,0.027333897045716652,1.734635575748164e-31,2.1818343854860316e-12,10.252831,6.7014475,0.8017773847067367,0.3260486298719898,0.9726661029521017,9.299590561140482e-14,1.933777143761727e-09
1591,3,0,1,1,0,0,0,0,1,0,0,1,1,1591,93.81,81.9,11.26,42.19,23.93,194.12,48.33,87.3,83.68261624579868,3,0.019523289737443664,0.0,2.36247880933411e-05,0.9804530854744644,1.7496160239930552e-20,progressive,0.019523289737443664,0.0,2.36247880933411e-05,0.9804530854744644,1.7496160239930552e-20,10.708382,0.9074375,0.8708624313821824,0.2309181736497025,0.9999763752119081,2.521407940932892e-21,0.00028031122791717384
1592,4,0,1,1,0,0,0,0,1,0,0,1,1,1592,93.96,90.45,5.42,75.32,28.16,120.1,78.24,96.27,59.42037130774879,3,2.127554983656913e-54,0.0,7.159848902251393e-10,0.9999999992840145,1.6367001856136671e-230,progressive,2.127554983656913e-54,0.0,7.159848902251393e-10,0.9999999992840145,1.6367001856136671e-230,-2.6497786,-37.665436,1.0,0.1770717341251814,0.9999999992840145,0.0,1.5790738714954668e-08
1593,5,0,1,1,0,0,0,0,1,0,0,1,1,1593,96.55,89.47,5.87,56.17,36.82,159.29,60.61,92.67,94.15693953566492,3,8.152775328951776e-13,0.0,5.556085872605457e-08,0.9999999444383272,5.312826881727385e-71,progressive,8.152775328951776e-13,0.0,5.556085872605457e-08,0.9999999444383272,5.312826881727385e-71,0.2633937,-13.341347,0.9420357052181723,0.1563473716530508,0.9999999444391424,0.0,9.837467210019664e-07
1594,6,0,1,1,0,0,0,0,1,0,0,1,0,1594,108.01,90.91,13.04,38.75,27.29,234.58,46.05,84.16,97.59516738040126,0,0.9982268688032929,0.0,3.4645412481568966e-05,0.0017384857842129371,1.2335820125479326e-14,rapid_progressive,0.9982268688032929,0.0,3.4645412481568966e-05,0.0017384857842129371,1.2335820125479326e-14,19.904814,3.1718588,0.8982466892034717,0.267657312209506,0.9999653545875059,2.077460131056268e-15,0.09623996771011821
1595,7,0,1,1,0,0,0,0,1,0,0,1,0,1595,108.43,96.31,11.42,47.99,19.95,200.72,54.02,88.82,62.71902153288404,3,0.0003096569913908458,0.0,2.3577703356859362e-07,0.9996901072315773,3.0321085429858475e-31,progressive,0.0003096569913908458,0.0,2.3577703356859362e-07,0.9996901072315773,3.0321085429858475e-31,19.750551,-8.10406,0.9157257993074548,0.19455738010445325,0.9999997642229681,3.2991555915017364e-32,3.834936450985496e-06
1596,8,0,1,1,0,0,0,0,1,0,0,1,1,1596,128.69,116.84,9.9,51.74,32.85,225.83,56.98,90.79,81.17808405973034,3,8.349247958541811e-05,0.0,1.8241248314452196e-11,0.9999165075021716,1.0122827634785156e-40,progressive,8.349247958541811e-05,0.0,1.8241248314452196e-11,0.9999165075021716,1.0122827634785156e-40,26.505728,-15.837349,0.9842278718920663,0.15339740671240304,0.999999999981757,0.0,4.6736293018307e-10
1597,10,0,1,1,0,0,0,0,1,0,0,1,0,1597,66.22,61.57,7.13,41.45,25.64,148.53,44.58,92.97,82.76452911410836,3,1.442256132533625e-06,0.0,9.427454667627402e-05,0.999904283197192,2.554419555066793e-29,progressive,1.442256132533625e-06,0.0,9.427454667627402e-05,0.999904283197192,2.554419555066793e-29,-5.5102754,5.389733,0.8175788351675137,0.17312402911519453,0.9999057254533246,6.150353377609979e-31,0.0009681303527251517
1598,11,0,1,1,0,0,0,0,1,0,0,1,1,1598,102.57,84.46,12.12,31.62,30.61,267.14,38.4,82.34,98.83264814279418,0,0.9999999945268989,0.0,4.418638119276995e-09,1.6073072861814056e-12,1.052856765983518e-09,rapid_progressive,0.9999999945268989,0.0,4.418638119276995e-09,1.6073072861814056e-12,1.052856765983518e-09,16.683905,14.845178,0.8968715883709735,0.27976495336008794,0.9999999945285062,1.1032255946390641e-10,0.49225961361627213
1599,12,0,1,0,0,0,0,0,0,1,0,0,0,1599,32.99,3.37,7.07,2.68,256.15,125.75,26.23,10.22,122.07417045943664,4,4.876693503638176e-308,0.0,4.999950902744976e-93,0.0,1.0,erratic,4.876693503638176e-308,0.0,4.999950902744976e-93,0.0,1.0,-7.2027664,44.151405,0.34645048034574333,1.0,4.876693503638176e-308,0.0938231757597759,-1.000088900581841e-12
1600,13,0,1,1,0,0,0,0,1,0,0,1,0,1600,131.18,123.36,8.84,56.39,34.05,218.78,59.96,94.04,73.86951909421155,3,4.4645938885809863e-07,0.0,2.1866505536685148e-13,0.9999995535403914,1.2640274418834781e-51,progressive,4.4645938885809863e-07,0.0,2.1866505536685148e-13,0.9999995535403914,1.2640274418834781e-51,28.54826,-19.997908,1.0,0.11622721559547931,0.9999999999997803,0.0,5.217324122050162e-12
1601,14,0,1,1,0,0,0,0,1,0,0,1,0,1601,62.3,54.83,5.67,46.13,32.54,118.85,52.42,88.01,78.17815647025338,3,5.752117272418454e-08,0.0,0.001775633457391249,0.9982243090214364,9.206802290758028e-61,progressive,5.752117272418454e-08,0.0,0.001775633457391249,0.9982243090214364,9.206802290758028e-61,-8.391604,2.1941798,0.8072202795394183,0.21416002934659423,0.9982243665426092,1.2138074836826357e-62,0.013020205320732042
1602,15,0,1,1,0,0,0,0,1,0,0,1,1,1602,92.38,84.85,7.07,37.0,34.19,229.3,40.29,91.85,135.35047472744733,0,0.9933643085421809,0.0,3.4862822568823017e-06,0.006632203955461788,1.220099766249775e-09,rapid_progressive,0.9933643085421809,0.0,3.4862822568823017e-06,0.006632203955461788,1.220099766249775e-09,15.030615,11.157955,0.9157743368392808,0.13424923013345336,0.9999965124976428,0.0,0.004495651796236535
1603,17,0,1,1,0,0,0,0,1,0,0,1,1,1603,98.48,90.68,9.76,53.27,22.92,170.23,57.85,92.08,57.792843875852796,3,4.7504908583107875e-09,0.0,1.4047918266213394e-07,0.9999998547703263,6.046642774480042e-52,progressive,4.7504908583107875e-09,0.0,1.4047918266213394e-07,0.9999998547703263,6.046642774480042e-52,6.162063,-18.337656,0.918734359038305,0.18717999795434787,0.9999998595208172,5.092420515403791e-53,2.356986739848938e-06
1604,18,0,1,1,0,0,0,0,1,0,0,1,0,1604,71.52,57.44,12.56,21.33,21.67,269.24,26.56,80.31,89.07994774567118,0,0.9944219602589716,0.0,2.258349977044705e-17,2.2959831604583777e-40,0.005578039741028315,rapid_progressive,0.9944219602589716,0.0,2.258349977044705e-17,2.2959831604583777e-40,0.005578039741028315,11.646196,23.360952,0.8280711761898536,0.3207390889029376,0.9944219602589716,0.0012102936764797141,-8.842402751848161e-13
1605,19,0,1,0,0,0,0,0,1,0,0,1,0,1605,117.46,16.48,13.76,6.58,19.95,250.35,46.92,14.03,76.09711463475973,4,3.084115065407953e-06,0.0,2.8981068347073046e-10,0.0,0.9999969155951242,erratic,3.084115065407953e-06,0.0,2.8981068347073046e-10,0.0,0.9999969155951242,9.119124,36.36091,0.5521095663649227,0.6902530948420204,3.084115065407953e-06,0.42312228216402314,6.652594402270034e-09
1606,20,0,1,0,0,0,0,0,1,0,0,1,1,1606,79.18,40.8,12.79,17.51,27.92,233.02,33.98,51.53,61.638160848161846,4,0.0064738105850959795,0.0,3.651065007442925e-07,3.211300304452281e-239,0.9935258243084041,erratic,0.0064738105850959795,0.0,3.651065007442925e-07,3.211300304452281e-239,0.9935258243084041,4.7953987,28.807184,0.6707929796185965,0.48879185175102985,0.0064738105850959795,0.299193585362325,5.812362948953401e-06
1607,21,0,1,1,0,0,0,0,1,0,0,1,1,1607,119.83,108.87,9.41,48.84,25.19,222.91,53.76,90.85,79.48562568614584,3,0.0004395160555970463,0.0,8.563075390573091e-10,0.9995604830880941,3.9496129889650185e-33,progressive,0.0004395160555970463,0.0,8.563075390573091e-10,0.9995604830880941,3.9496129889650185e-33,22.217176,-10.526845,0.9618038143253917,0.12776090658555694,0.9999999991436911,0.0,1.8740493388713352e-08
1608,22,0,1,0,0,0,0,0,1,0,0,1,1,1608,58.57,17.3,12.77,6.64,111.36,260.55,22.48,29.53,87.76929112607989,4,3.648012773217936e-57,0.0,9.677498996811664e-41,0.0,1.0,erratic,3.648012773217936e-57,0.0,9.677498996811664e-41,0.0,1.0,-2.8556023,40.040565,0.5865720731779627,0.9518423258222413,3.648012773217936e-57,0.36261876988550923,-1.000088900581841e-12
1609,15,0,1,0,0,0,0,0,0,1,0,0,0,1609,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.7800768407266,1,0.0,1.0,2.2624436521551493e-43,0.0,2.8709885437329216e-77,immotile,0.0,1.0,2.2624436521551493e-43,0.0,2.8709885437329216e-77,-60.736908,-7.9482746,0.0,0.1832604532077004,0.0,0.0,-1.000088900581841e-12
1610,14,0,1,0,0,1,0,0,1,0,0,0,0,1610,10.86,10.74,0.51,83.73,24.58,12.83,84.65,98.91,50.620509050801104,3,2.4966504049090734e-188,0.0,4.9602353684965415e-08,0.999999950397647,0.0,progressive,2.4966504049090734e-188,0.0,4.9602353684965415e-08,0.999999950397647,0.0,-21.787271,-20.324665,0.9796373504245046,0.3479023854830242,0.999999950397647,0.0,8.838736261642988e-07
1611,13,0,1,0,1,0,0,0,1,0,0,0,0,1611,9.24,9.03,0.52,78.42,27.29,11.52,80.25,97.72,52.945426626366114,3,2.3154444953528353e-155,0.0,4.7885752611917315e-09,0.9999999952114247,0.0,progressive,2.3154444953528353e-155,0.0,4.7885752611917315e-09,0.9999999952114247,0.0,-21.64736,-19.987944,0.9368676145991701,0.3384172756934369,0.9999999952114247,0.0,9.652146929986654e-08
1612,12,0,1,0,1,0,0,0,1,0,0,0,1,1612,9.78,1.73,3.01,7.72,7.25,22.47,43.55,17.72,44.23694032123626,2,1.7678902176925822e-143,0.0,0.9999857859762141,0.0,1.4214023785435926e-05,non_progressive,1.7678902176925822e-143,0.0,0.9999857859762141,0.0,1.4214023785435926e-05,-17.428463,23.499846,0.3029814669708938,0.18041752509649597,1.7678902176925822e-143,0.0,0.0001728606413431034
1613,11,0,1,0,0,0,0,0,0,1,0,0,0,1613,23.51,0.82,1.59,2.49,49.28,32.92,71.42,3.48,47.534829276454744,2,0.0,0.0,1.0,0.0,6.835807213034886e-34,non_progressive,0.0,0.0,1.0,0.0,6.835807213034886e-34,-17.882517,26.431623,0.4131934816242271,0.27132413156766066,0.0,0.0,-1.000088900581841e-12
1614,10,0,1,0,1,0,0,0,1,0,0,0,0,1614,9.22,9.13,0.46,89.25,24.76,10.23,90.12,99.04,60.42129623715546,3,1.2200595720432082e-229,0.0,1.8145686679117214e-06,0.9999981854313319,0.0,progressive,1.2200595720432082e-229,0.0,1.8145686679117214e-06,0.9999981854313319,0.0,-21.896326,-20.504797,1.0,0.37838256095977424,0.9999981854313319,0.0,2.5802550878971733e-05
1615,9,0,1,0,1,0,0,0,1,0,0,0,1,1615,7.79,7.27,1.29,45.02,20.4,16.14,48.28,93.25,85.49849587278896,2,2.3571774532588895e-17,0.0,0.9999067657149742,9.323428502545176e-05,1.5709307768401948e-155,non_progressive,2.3571774532588895e-17,0.0,0.9999067657149742,9.323428502545176e-05,1.5709307768401948e-155,-21.231997,11.172969,0.6697761984149089,0.16925601171986168,9.323428502547533e-05,5.660878460814563e-157,0.0009584809327743509
1616,8,0,1,0,0,1,0,0,1,0,0,0,0,1616,27.92,4.77,2.89,10.12,28.72,47.13,59.25,17.09,40.773856535102674,2,9.127730886243145e-215,0.0,0.9999999999999982,0.0,1.908961364070676e-15,non_progressive,9.127730886243145e-215,0.0,0.9999999999999982,0.0,1.908961364070676e-15,-17.465258,25.29055,0.4183952177289848,0.26545244789887695,9.127730886243145e-215,0.0,-9.453475880370418e-13
1617,7,0,1,0,1,0,0,0,1,0,0,0,0,1617,6.16,5.82,0.39,69.84,31.98,8.34,73.94,94.45,72.4576352044286,3,1.0522030469057738e-103,0.0,8.025462808190619e-06,0.9999919745371917,0.0,progressive,1.0522030469057738e-103,0.0,8.025462808190619e-06,0.9999919745371917,0.0,-21.412981,-19.164845,0.8710558669398429,0.3207412900281583,0.9999919745371917,0.0,0.00010218731072123225
1618,6,0,1,0,1,0,0,0,1,0,0,0,0,1618,7.87,6.09,1.64,26.06,23.1,23.37,33.69,77.34,78.25071884016116,2,2.6395836952661096e-12,0.0,0.9999999999973603,7.524995768597996e-80,9.57006989371786e-30,non_progressive,2.6395836952661096e-12,0.0,0.9999999999973603,7.524995768597996e-80,9.57006989371786e-30,-20.147898,15.346577,0.4974335914595346,0.14554212014696277,2.6395836952661096e-12,0.0,-1.0000889005818408e-12
1619,5,0,1,0,0,0,0,0,0,1,0,0,0,1619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.90076346828562,1,0.0,1.0,5.022640652270023e-43,0.0,3.966875695309072e-79,immotile,0.0,1.0,5.022640652270023e-43,0.0,3.966875695309072e-79,-53.096195,-24.16382,0.0,0.18612889672084654,0.0,0.0,-1.000088900581841e-12
1620,4,0,1,0,0,0,0,0,0,1,1,0,0,1620,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.4433278692426,1,0.0,1.0,1.143731543682729e-43,0.0,3.6237228580252595e-76,immotile,0.0,1.0,1.143731543682729e-43,0.0,3.6237228580252595e-76,-64.57918,4.17574,0.0,0.18141004300189234,0.0,0.0,-1.000088900581841e-12
1621,3,0,1,0,0,0,0,0,0,1,0,0,0,1621,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.14711418531923,1,0.0,1.0,7.12812153151154e-43,0.0,1.9257248271364897e-80,immotile,0.0,1.0,7.12812153151154e-43,0.0,1.9257248271364897e-80,-49.016716,-29.011927,0.0,0.18800113498004864,0.0,0.0,-1.000088900581841e-12
1622,2,0,1,0,0,0,0,0,0,1,0,0,0,1622,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.4310073837657,1,0.0,1.0,3.142712708079953e-43,0.0,6.291660832060273e-78,immotile,0.0,1.0,3.142712708079953e-43,0.0,6.291660832060273e-78,-57.04224,-14.861308,0.0,0.18431060313479825,0.0,0.0,-1.000088900581841e-12
1623,1,0,1,0,0,0,0,0,0,1,0,0,0,1623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.71694594829394,1,0.0,1.0,7.492603295967658e-43,0.0,1.0804771795940683e-80,immotile,0.0,1.0,7.492603295967658e-43,0.0,1.0804771795940683e-80,-49.048748,-30.015102,0.0,0.18834647116856265,0.0,0.0,-1.000088900581841e-12
1624,1,0,1,0,0,0,0,0,0,1,0,0,0,1624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.003251088722045,1,0.0,1.0,9.585054219808355e-43,0.0,1.2557103415121568e-83,immotile,0.0,1.0,9.585054219808355e-43,0.0,1.2557103415121568e-83,-45.807446,-33.002285,0.0,0.19214078525678802,0.0,0.0,-1.000088900581841e-12
1625,2,0,1,0,0,0,0,0,0,1,0,0,0,1625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.17590199795856,1,0.0,1.0,2.768539199473793e-43,0.0,1.1648183315112651e-77,immotile,0.0,1.0,2.768539199473793e-43,0.0,1.1648183315112651e-77,-59.14812,-12.401904,0.0,0.1838892714062476,0.0,0.0,-1.000088900581841e-12
1626,3,0,1,0,0,0,0,0,0,1,0,0,0,1626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.3868982556385,1,0.0,1.0,7.649129077090148e-44,0.0,1.2465309617473232e-75,immotile,0.0,1.0,7.649129077090148e-44,0.0,1.2465309617473232e-75,-64.68237,10.50879,0.0,0.18045780708228648,0.0,0.0,-1.000088900581841e-12
1627,4,0,1,0,0,0,0,0,0,1,0,0,0,1627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.5414025740364,1,0.0,1.0,5.667429020590427e-43,0.0,1.610736115943896e-79,immotile,0.0,1.0,5.667429020590427e-43,0.0,1.610736115943896e-79,-51.21262,-26.025013,0.0,0.1866986008140124,0.0,0.0,-1.000088900581841e-12
1628,5,0,1,0,0,0,0,0,0,1,0,0,0,1628,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103.80926382382054,1,0.0,1.0,4.674091937300143e-44,0.0,4.71048631457013e-75,immotile,0.0,1.0,4.674091937300143e-44,0.0,4.71048631457013e-75,-63.57032,15.709016,0.0,0.17938995867816562,0.0,0.0,-1.000088900581841e-12
1629,6,0,1,0,0,0,0,0,0,1,0,0,0,1629,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.02838960913611,1,0.0,1.0,4.198100938911355e-43,0.0,1.276571525787843e-78,immotile,0.0,1.0,4.198100938911355e-43,0.0,1.276571525787843e-78,-54.13322,-20.40794,0.0,0.18537368312945482,0.0,0.0,-1.000088900581841e-12
1630,7,0,1,0,0,0,0,0,0,1,0,0,0,1630,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.82815435110825,1,0.0,1.0,4.1468325019218667e-44,0.0,6.345144624480729e-75,immotile,0.0,1.0,4.1468325019218667e-44,0.0,6.345144624480729e-75,-63.227962,16.520058,0.0,0.17914393183873695,0.0,0.0,-1.000088900581841e-12
1631,8,0,1,0,0,0,0,0,0,1,0,0,0,1631,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.84998225341627,1,0.0,1.0,6.132796143628214e-43,0.0,8.354257493513303e-80,immotile,0.0,1.0,6.132796143628214e-43,0.0,8.354257493513303e-80,-50.23234,-26.932487,0.0,0.18710702034926452,0.0,0.0,-1.000088900581841e-12
